image_id,region_id,join_kind,source,region_type,bbox,ground_truth,first_pass_prediction,cer,cer_not_computed_reason,exact_match,risk_label_binary,risk_label_ordinal,failure_tags,checkpoint_id,prompt_version,matched_prediction_index,match_iou,prediction_region_type,bbox_prediction,prediction_runtime_sec,raw_output_id,parse_ok,error_type,recoverable_for_crop
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0000,ground_truth,dictation,handwritten,"[959,49,1683,187]",Магія голосу,Маєте голосу,0.25,,false,1,risky,"[""high_cer""]",b2_stage2_gold,prompt-v1,0,0.747911,handwritten,"[959,48,1693,230]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0001,ground_truth,dictation,handwritten,"[566,199,2704,345]","Спочатку був брехунець. З нього почався день,","Спочатку був феномен. З нього походив гін, кисо- і пронизливе рокотання перших тактів",1.222222,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,1,0.879376,handwritten,"[581,210,2697,351]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0002,ground_truth,dictation,handwritten,"[367,345,2704,486]",Клац - і пронизливе рекотання перших тактів,"„Реветь тишина“, а за ним примусово-бадьоре:",0.953488,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,2,0.91137,handwritten,"[369,351,2697,480]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0003,ground_truth,dictation,handwritten,"[322,487,2781,621]","Реве та стогне"", а за ним примусово-бадьоре:","„Говорить Київ!“, дати знак, що з-під теплої",0.840909,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,3,0.858664,handwritten,"[339,480,2697,613]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0004,ground_truth,dictation,handwritten,"[322,596,2603,759]","говорить Київ!"", давали знак, що з-під теплої",ковдри хоч нехоч пора вилізати.,0.777778,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,4,0.549452,handwritten,"[339,613,1875,746]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0005,ground_truth,dictation,handwritten,"[322,735,1897,846]",ковдри хоч не хоч пора вилізати.,,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0006,ground_truth,dictation,handwritten,"[503,821,2948,931]",Діти люблять чутися в гурті. Було приємно,,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0007,ground_truth,dictation,handwritten,"[322,943,2897,1061]","думати, що цієї мить по країні мільйони дітей",,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0008,ground_truth,dictation,handwritten,"[322,1065,2897,1208]","так само збираються до школи, а їхні тати-мами -",,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0009,ground_truth,dictation,handwritten,"[322,1200,2667,1298]",на- працю і всіх нас об'єднує голос із радіо.,на працю і всіх нас об'єднує голос із парті.,0.111111,,false,1,risky,"[""minor_cer""]",b2_stage2_gold,prompt-v1,8,0.581726,handwritten,"[302,1153,2697,1286]",224.395956,2b428c4b4370ecfa936b,true,,false
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0010,ground_truth,dictation,handwritten,"[322,1397,2777,1531]","нього можна закохатись, навіть небачивши носія.","нього можна доказати, навіть негативною нота.",0.297872,,false,1,risky,"[""high_cer""]",b2_stage2_gold,prompt-v1,10,0.712753,handwritten,"[302,1419,2758,1552]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0011,ground_truth,dictation,handwritten,"[314,1484,2816,1622]","Оксано, Оксано я чую твій голос то вітер мені",,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0012,ground_truth,dictation,handwritten,"[322,1602,2777,1733]",з України приніс під це танго й досі тан-,,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0013,ground_truth,dictation,handwritten,"[322,1741,2877,1867]","цюють на весілля непідозрюючи, що це фольк-",,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0014,ground_truth,dictation,handwritten,"[322,1872,2897,1971]","лор засланчий, гулагівський, не до коханої дів-","гоною на весіллях непідозрюючи, що це фоль-",0.851064,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,13,0.506627,handwritten,"[302,1818,2849,1951]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0015,ground_truth,dictation,handwritten,"[322,2073,2897,2234]","Оксани Петрусенко, чий спів у сталінські роки","чинне звернений, а до легендарної співачки",0.755556,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,15,0.815083,handwritten,"[302,2085,2879,2218]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0016,ground_truth,dictation,handwritten,"[322,2258,2697,2368]",всесоюзне радіо доносило і в сибірську пущу.,"Оксани Петрусенко, чий спів у сталінські роки",0.772727,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,16,0.60967,handwritten,"[302,2218,2667,2351]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0017,ground_truth,dictation,handwritten,"[477,2366,2954,2541]","А в 1960-1980, коли єдиною дозволеною формою",веселощне радіо доносило і в сибірську пущу.,0.931818,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,17,0.689271,handwritten,"[429,2351,2933,2500]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0018,ground_truth,dictation,handwritten,"[322,2531,2647,2637]",патріотизму було вболівання за київське,"А в 1960-1980, коли єдиною дозволеною формою",1.025641,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,18,0.590926,handwritten,"[302,2484,2933,2633]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0019,ground_truth,dictation,handwritten,"[322,2642,2803,2787]","""Динамо"", Україна була закохана в голоси",патріотизму було вболівання за київське,0.85,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,19,0.785952,handwritten,"[302,2633,2758,2766]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0020,ground_truth,dictation,handwritten,"[323,2704,2991,2921]","футбольних коментаторів. Їх упізнавали з півслова,","„Динамо“, Україна була закохана в голоси",0.8,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,20,0.563551,handwritten,"[302,2766,2788,2899]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0021,ground_truth,dictation,handwritten,"[290,2801,2948,3065]","в їхніх модуляціях ловили, мов ковток свіжого повітря,",,1.0,,false,1,catastrophic,"[""empty_prediction"",""high_cer"",""missed_detection"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,,,,[],224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0022,ground_truth,dictation,handwritten,"[289,3029,2761,3159]",солідарність зі своїми і обурені привілеями,"в їхніх модуляціях ловили, мов ковток свіжого повітря,",1.023256,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,22,0.869921,handwritten,"[302,3032,2933,3165]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0023,ground_truth,dictation,handwritten,"[322,3171,2849,3337]","москвичів, котрим безсоромно підсуджували",самозарність зі своїми і бурені привілеями,0.878049,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,23,0.691179,handwritten,"[302,3165,2697,3298]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0024,ground_truth,dictation,handwritten,"[322,3304,2846,3462]","судді у вирішальних матчах. Аж дивно, яке","москвичів, котрим безсоромно підсуджували",0.926829,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,24,0.768709,handwritten,"[302,3298,2849,3431]",224.395956,2b428c4b4370ecfa936b,true,,true
images/39c3eda8-e5d0-4566-a036-f002e92a91c6.jpg,r0025,ground_truth,dictation,handwritten,"[322,3430,2987,3586]",багатство сенсів здатен виражати людський,"судді у вирішальних матчах. Аж дивно, яке",0.902439,,false,1,catastrophic,"[""high_cer"",""source_specific_error"",""very_high_cer""]",b2_stage2_gold,prompt-v1,25,0.803277,handwritten,"[302,3431,2849,3564]",224.395956,2b428c4b4370ecfa936b,true,,true
